Nr;Titel;Original Titel;Platte;Pfad;Hinzugefügt;Gesehen;Jahr;FSK;Dauer;Auflösung;Größe in MB;Land;IMDB Wertung;IMDB Anzahl;Tomatometer;Metascore;Genres;Kommentar;Oscar gewonnen;Oscar nominiert;GoldenGlobe;BAFTA
4091;"Freitag, der 13. - Teil 10 - Jason X";"";[FSK18];X:\FSK18-Collections\Freitag, der 13\Freitag, der 13. - Teil 10 - Jason X (2001, FSKBPjM Restricted, 1920x1080).mkv;19.07.2016;;2001;BPjM Restricted;91;1080p;4864;"USA";4,4;39804;0;0;"Action Horror Sci-Fi Thriller ";"";0;0;0;0
4092;"Freitag, der 13. - Teil 11 - Freddy vs. Jason";"";[FSK18];X:\FSK18-Collections\Freitag, der 13\Freitag, der 13. - Teil 11 - Freddy vs. Jason (2003, FSK18, 1920x816).mkv;19.07.2016;;2003;18;97;1080p;10158;"USA";5,8;90877;0;0;"Action Horror Thriller ";"";0;0;0;0
4093;"Freitag, der 13. - Teil 12 - Freitag der 13.";"Friday the 13th";[FSK18];X:\FSK18-Collections\Freitag, der 13\Freitag, der 13. - Teil 12 - Freitag der 13. (2009, FSK18, 1920x800).mkv;19.07.2016;;2009;18;105;1080p;8622;"USA";5,6;76543;0;0;"Horror ";"";0;0;0;0
8953;"Freiwurf";"Hoosiers";[HD 1980-1986];X:\1986\Freiwurf (1986, FSK6, 1920x1080).mkv;16.05.2018;;1986;6;109;1080p;7546;"England";7,6;37709;0;0;"Drama Sport ";"";0;02;0;0
6816;"Fremd Fischen";"Something Borrowed";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\Fremd Fischen (2011, FSK12, 1920x1040).mkv;30.08.2017;;2011;12;112;1080p;11673;"USA";5,9;50827;0;0;"Drama Komödie Liebe ";"";0;0;0;0
5639;"Fremd in der Welt";"I Don't Feel at Home in This World Anymore";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\Fremd in der Welt (2017, FSK, 1920x808).mkv;02.03.2017;;2017;;91;1080p;4331;"USA";6,9;33682;0;75;"Thriller Drama Krimi ";"";0;0;0;0
10553;"Fremde am See, Der";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\Fremde am See, Der (2013, FSK16, 1280x536).mkv;21.01.2019;;2013;16;96;720p;2672;"Frankreich";6,8;11388;0;82;"Thriller Drama Liebe ";"";0;0;0;0
2327;"Fremde in dir, Die";"The Brave One";[HD 2007(A-Z)-2008(A-F)];X:\2007(A-F)\Fremde in dir, Die (2007, FSK16, 1920x800).mkv;30.10.2015;;2007;16;122;1080p;10240;"USA";6,8;54440;0;56;"Thriller Drama Krimi ";"";0;0;0;0
1147;"Fremde Sohn, Der";"Changeling";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\Fremde Sohn, Der (2008, FSK12, 1920x800).mkv;29.05.2015;;2008;12;141;1080p;12595;"USA";7,8;218536;0;63;"Biographie Krimi Drama Geschichte Mystery Thriller ";"";0;03;0;0
8013;"Fremde Wesen";"FairyTale: A True Story";[HD 1996-2002];X:\1997\Fremde Wesen (1997, FSK6, 1920x1040).mkv;10.01.2018;;1997;6;97;1080p;6707;"England";6,5;4998;0;0;"Drama Fantasy Familie Mystery ";"";0;0;0;01
2356;"Fremde, Die";"";[HD 2009(G-Z)-2010(A-F)];X:\2010(A-F)\Fremde, Die (2010, FSK12, 1920x816).mkv;02.11.2015;;2010;12;119;1080p;6912;"Deutschland";7,5;4870;0;65;"Drama ";"";0;0;0;0
9612;"Fremder ohne Namen, Ein";"High Plains Drifter (Englischer Titel)";[FSK18];X:\FSK18-Western\Fremder ohne Namen, Ein (1973, FSK18, 1920x816).mkv;18.09.2018;;1973;18;105;1080p;8570;"USA";7,6;45438;96;69;"Drama Western Mystery ";"";0;0;0;0
148;"French Connection - Brennpunkt Brooklyn";"The French Connection";[HD Collection-2(A-Z)-3(A-M)];X:\3-Trilogie(A-F)\French Connection\French Connection - Brennpunkt Brooklyn (1971, FSK16, 1280x688).mkv;13.02.2015;;1971;16;104;720p;4474;"USA";7,8;96180;0;96;"Action Krimi Drama Thriller ";"";05;03;03;02
149;"French Connection II";"";[HD Collection-2(A-Z)-3(A-M)];X:\3-Trilogie(A-F)\French Connection\French Connection II (1975, FSK16, 1280x688).mkv;13.02.2015;;1975;16;119;720p;4474;"USA";6,8;14704;0;0;"Action Krimi Drama Thriller ";"";0;0;0;0
3336;"French Hitman";"Through the Air (Englischer Titel)";[HD 2015(A-Z)];X:\2015(A-F)\French Hitman (2015, FSK, 1920x808).mkv;15.03.2016;;2015;;98;1080p;3205;"Frankreich";5,8;338;0;0;"Drama ";"";0;0;0;0
580;"French Kiss";"";[HD 1992-1995];X:\1995\French Kiss (1995, FSK6, 1920x800).mkv;11.03.2015;;1995;6;111;1080p;7516;"England";6,6;42866;0;50;"Komödie Drama Liebe ";"";0;0;0;0
1286;"Frequencies";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\Frequencies (2013, FSK, 1920x1080).mkv;16.06.2015;;2013;12;105;1080p;6922;"Australien";6,8;12563;0;0;"Mystery Liebe Sci-Fi ";"";0;0;0;0
6275;"Frequency";"";[HD 1996-2002];X:\2000\Frequency (2000, FSK12, 1920x816).mkv;24.05.2017;;2000;12;118;1080p;8212;"USA";7,4;86128;70;0;"Thriller Drama Sci-Fi Krimi Mystery ";"";0;0;0;0
6608;"Fresh";"";[HD 1992-1995];X:\1994\Fresh (1994, FSK16, 1920x1080).mkv;25.07.2017;;1994;16;113;1080p;8540;"USA";7,7;10208;87;0;"Thriller Drama Krimi ";"";0;0;0;0
1988;"Fressen für die Geier, Ein";"Two Mules for Sister Sara";[HD Eastern+Western];X:\HD-Western-1960-1979\Fressen für die Geier, Ein (1970, FSK16, 1920x816).mkv;16.09.2015;;1970;16;116;1080p;8130;"USA";7,0;20389;0;0;"Komödie Abenteuer Krieg Western ";"";0;0;0;0
2385;"Freudiges Ereignis, Ein";"";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\Freudiges Ereignis, Ein (2011, FSK12, 1920x816).mkv;04.11.2015;05.11.2015;2011;12;107;1080p;8130;"Frankreich";6,6;3932;0;0;"Drama Komödie ";"";0;0;0;0
5286;"Freund gewisser Damen - The Walker, Ein";"The Walker";[HD 2007(A-Z)-2008(A-F)];X:\2007(A-F)\Freund gewisser Damen - The Walker, Ein (2007, FSK12, 1280x544).mkv;09.01.2017;;2007;12;103;720p;4485;"USA";5,9;4690;0;0;"Drama Krimi Mystery ";"";0;0;0;0
5275;"Freund von mir, Ein";"";[HD 2005(G-Z)-2006(A-Z)];X:\2006(A-F)\Freund von mir, Ein (2006, FSK0, 1920x1072).mkv;09.01.2017;;2006;0;80;1080p;3686;"Deutschland";7,0;3581;0;0;"Drama Komödie ";"";0;0;0;0
3311;"Freunde fürs Leben";"";[HD 2015(A-Z)];X:\2015(A-F)\Freunde fürs Leben (2015, FSK0, 1920x1040).mkv;10.03.2016;;2015;0;108;1080p;5693;"Spanien";7,3;9524;0;81;"Drama Komödie ";"";0;0;0;0
5302;"Freunde mit gewissen Vorzügen";"Friends with Benefits";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\Freunde mit gewissen Vorzügen (2011, FSK12, 1920x800).mkv;11.01.2017;;2011;12;109;1080p;5857;"USA";6,6;279056;0;0;"Komödie Liebe ";"";0;0;0;0
6936;"Freundschaft Plus";"No Strings Attached";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\Freundschaft Plus (2011, FSK12, 1920x800).mkv;08.09.2017;;2011;12;107;1080p;7884;"USA";6,2;181188;0;0;"Komödie Liebe ";"";0;0;0;0
1865;"Frida";"";[HD 1996-2002];X:\2002\Frida (2002, FSK12, 1920x1040).mkv;28.08.2015;;2002;12;123;1080p;9646;"USA";7,4;72257;0;61;"Biographie Drama Liebe ";"";02;04;01;01
8954;"Friday";"";[HD 1992-1995];X:\1995\Friday (1995, FSK16, 1920x1080).mkv;16.05.2018;;1995;16;91;1080p;6195;"USA";7,3;85312;77;0;"Drama Komödie ";"";0;0;0;0
3370;"Friday Night Lights - Touchdown am Freitag";"Friday Night Lights";[HD 2003-2004-2005(A-F)];X:\2004(A-F)\Friday Night Lights - Touchdown am Freitag (2004, FSK12, 1920x816).mkv;26.03.2016;;2004;12;117;1080p;7598;"USA";7,3;52906;0;70;"Action Drama Sport ";"";0;0;0;0
3992;"Friedhof der Kuscheltiere";"Pet Sematary";[HD Collection-7+mehr(A-Z)+Person];X:\Person\Stephen King\Friedhof der Kuscheltiere (1989, FSK16, 1920x1080).mkv;11.07.2016;;1989;16;102;1080p;7290;"USA";6,6;65630;0;0;"Horror Fantasy ";"";0;0;0;0
11425;"Friedhof der Kuscheltiere";"Pet Sematary (Englischer Titel)";[HD Collection-7+mehr(A-Z)+Person];X:\Person\Stephen King\Friedhof der Kuscheltiere (2019, FSK16, 1920x804).mkv;03.07.2019;;2019;16;100;1080p;4106;"USA";5,9;40346;57;57;"Thriller Horror Mystery ";"";0;0;0;0
8051;"Friends With Kids";"";[HD 2010(G-Z)-2011(A-F)];X:\2011(A-F)\Friends With Kids (2011, FSK12, 1920x1080).mkv;19.01.2018;;2011;12;107;1080p;7710;"USA";6,2;38047;0;0;"Drama Komödie Liebe ";"";0;0;0;0
8052;"Friendship!";"";[HD 2009(G-Z)-2010(A-F)];X:\2010(A-F)\Friendship! (2010, FSK6, 1920x816).mkv;19.01.2018;;2010;6;108;1080p;7997;"Deutschland";6,6;4890;97;0;"Komödie Abenteuer ";"";0;0;0;0
6143;"Fright Night - Rabenschwarze Nacht, Die";"";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(A-F)\Fright Night\Fright Night - Rabenschwarze Nacht, Die (1985, FSK16, 1920x800).mkv;09.05.2017;;1985;16;106;1080p;6625;"USA";7,1;45657;0;0;"Thriller Horror ";"";0;0;0;0
6144;"Fright Night 2 - Mein Nachbar, der Vampir";"Fright Night Part 2";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(A-F)\Fright Night\Fright Night 2 - Mein Nachbar, der Vampir (1988, FSK16, 1920x816).mkv;09.05.2017;;1988;16;103;1080p;8284;"USA";5,9;8705;0;0;"Thriller Horror Komödie ";"";0;0;0;0
7607;"Frighteners, The";"";[HD 1996-2002];X:\1996\Frighteners, The (1996, FSK16, 1920x816).mkv;23.11.2017;;1996;16;109;1080p;8468;"Neuseeland";7,1;72218;0;0;"Horror Komödie Fantasy ";"";0;0;0;0
7233;"Friseuse, Die";"";[HD 2009(G-Z)-2010(A-F)];X:\2010(A-F)\Friseuse, Die (2010, FSK0, 1920x816).mkv;09.10.2017;;2010;0;106;1080p;5591;"Deutschland";6,5;837;0;0;"Drama Komödie ";"";0;0;0;0
7958;"Fritz Lang - Der andere in uns";"Fritz Lang";[HD 2016(A-Z)];X:\2016(A-F)\Fritz Lang - Der andere in uns (2016, FSK12, 1440x1080).mkv;09.01.2018;;2016;12;104;1080p;6717;"Deutschland";6,3;244;0;0;"Drama Krimi ";"";0;0;0;0
294;"From Dusk Till Dawn";"";[FSK18];X:\FSK18-Collections\From Dusk Till Dawn\From Dusk Till Dawn (1996, FSK18, 1920x1038).mkv;16.02.2015;;1996;18;108;1080p;15872;"USA";7,3;251046;0;48;"Action Krimi Horror ";"";0;0;0;0
2599;"From Dusk Till Dawn";"From Dusk Till Dawn: The Series";[FSK18];X:\FSK18-Serien\From Dusk Till Dawn\From Dusk Till Dawn S01\From Dusk Till Dawn s01e01 Wie alles begann.mkv;25.11.2015;;2014;;45;720p;1464;"USA";7,0;17011;0;0;"Action Horror Krimi TV-Serie ";"";0;0;0;0
9521;"From Dusk Till Dawn 2: Texas Blood Money";"";[FSK18];X:\FSK18-Collections\From Dusk Till Dawn\From Dusk Till Dawn 2 Texas Blood Money (1999, FSK18, 1920x1040).mkv;06.09.2018;;1999;18;88;1080p;9768;"USA";4,0;13963;9;0;"Thriller Horror Krimi ";"";0;0;0;0
9522;"From Dusk Till Dawn 3: The Hangman's Daughter";"";[FSK18];X:\FSK18-Collections\From Dusk Till Dawn\From Dusk Till Dawn 3 The Hangman's Daughter (1999, FSK18, 1920x1040).mkv;06.09.2018;;1999;18;94;1080p;8437;"USA";4,8;9965;0;0;"Thriller Horror Western ";"";0;0;0;0
1157;"From Hell";"";[HD 1996-2002];X:\2001\From Hell (2001, FSK16, 1920x816).mkv;29.05.2015;;2001;16;122;1080p;10444;"USA";6,8;136773;0;54;"Horror Mystery Thriller ";"";0;0;0;0
124;"From Paris with Love";"";[HD 2009(G-Z)-2010(A-F)];X:\2010(A-F)\From Paris with Love (2010, FSK16, 1920x832).mkv;06.02.2015;;2010;16;92;1080p;7208;"Frankreich";6,5;105368;0;42;"Action Krimi Thriller ";"";0;0;0;0
10080;"Front Line - Der Krieg ist nie zu Ende, The";"";[HD Eastern+Western];X:\HD-Eastern-Modern(A-M)\Front Line - Der Krieg ist nie zu Ende, The (2011, FSK16, 1920x1040) 3D.mkv;28.11.2018;;2011;16;133;1080p;9185;"Süd-Korea";7,4;5139;0;59;"Action Drama Krieg Geschichte ";"";0;0;0;0
10566;"Frontalwatte";"";;X:\NEU\Frontalwatte (2011, FSK12, 1920x1080).mkv;21.01.2019;;2011;12;77;1080p;6348;"Deutschland";5,8;60;0;0;"Drama ";"";0;0;0;0
1975;"Frontera";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\Frontera (2014, FSK, 1920x800).mkv;14.09.2015;16.09.2015;2014;12;103;1080p;4423;"USA";6,6;6583;0;58;"Drama ";"";0;0;0;0
5290;"Frontier(s)";"";[FSK18];X:\FSK18-2000-2009\Frontier(s) (2007, FSK18, 1920x824).mkv;11.01.2017;;2007;18;108;1080p;6451;"Frankreich";6,3;20817;55;0;"Thriller Horror ";"";0;0;0;0
11289;"Froschkönig";"";[Kinder-Filme+Trick];X:\Märchen\Froschkönig (1988, FSK, 1472x1080).mkv;17.06.2019;;1988;;64;1080p;5437;"Ost-Deutschland";5,3;66;0;0;"Fantasy Liebe ";"";0;0;0;0
10341;"Froschkönig, Der";"";[Kinder-Filme+Trick];X:\Märchen\Froschkönig, Der (2018, FSK, 1280x720).mkv;29.12.2018;;2018;;87;720p;1976;"";4,1;9;0;0;"Liebe ";"";0;0;0;0
2957;"Frost/Nixon";"";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\FrostNixon (2008, FSK6, 1920x816).mkv;07.01.2016;;2008;6;121;1080p;8468;"USA";7,7;95646;0;80;"Drama Geschichte ";"";0;05;0;0
7018;"Frozen - Eiskalter Abgrund";"Frozen";[HD 2009(G-Z)-2010(A-F)];X:\2010(A-F)\Frozen - Eiskalter Abgrund (2010, FSK16, 1920x800).mkv;17.09.2017;;2010;16;95;1080p;7782;"USA";6,2;57086;0;0;"Thriller ";"";0;0;0;0
2643;"Frozen Ground";"The Frozen Ground";[HD 2012(N-Z)-2013(A-H)];X:\2013(A-F)\Frozen Ground (2013, FSK16, 1920x800).mkv;30.11.2015;;2013;16;105;1080p;6594;"USA";6,4;50589;0;37;"Thriller Krimi Geschichte Biographie ";"";0;0;0;0
8025;"Frozen Money";"";[HD 2015(A-Z)];X:\2015(A-F)\Frozen Money (2015, FSK16, 1912x800).mkv;16.01.2018;;2015;16;88;1080p;4546;"Kanada";5,6;1471;0;0;"Thriller Mystery ";"";0;0;0;0
7912;"Frozen River - Auf dünnem Eis";"Frozen River";[HD 2007(A-Z)-2008(A-F)];X:\2008(A-F)\Frozen River - Auf dünnem Eis (2008, FSK12, 1920x1080).mkv;06.01.2018;;2008;12;92;1080p;5283;"USA";7,2;22687;0;0;"Drama Krimi Weihnachten ";"";0;02;0;0
824;"Fräulein Smillas Gespür für Schnee";"Smilla's Sense of Snow";[HD 1996-2002];X:\1997\Fräulein Smillas Gespür für Schnee (1997, FSK12, 960x400).mp4;30.03.2015;;1997;12;121;720p;1116;"Dänemark";6,4;12587;0;45;"Action Drama Sci-Fi Thriller ";"";0;0;0;0
3720;"Fröhlich, frei, Spaß dabei";"Fun & Fancy Free";[Kinder-Filme+Trick];X:\Kinder Disney HD\Classic Cartoon\Fröhlich, frei, Spaß dabei (1947, FSK, 960x720).mkv;26.05.2016;;1947;;70;720p;2437;"USA";6,8;4611;0;0;"Musik Animation/Trick Familie ";"";0;0;0;0
4571;"Früchte des Zorns";"The Grapes of Wrath";[HD 1900-1970];X:\1900-1949\Früchte des Zorns (1940, FSK12, 720x576).mkv;17.10.2016;;1940;12;123;SD;2304;"USA";8,1;64872;0;0;"Drama Geschichte ";"";02;05;0;0
11386;"Frühes Versprechen";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\Frühes Versprechen (2017, FSK, 1920x808).mkv;26.06.2019;;2017;;125;1080p;5324;"Frankreich";7,2;1550;0;0;"Drama Liebe Biographie ";"";0;0;0;0
7955;"Frühling auf Immenhof";"";[HD Collection-3(N-Z)-6(A-Z)];X:\6-Hexalogie(A-Z)\Immenhof\Frühling auf Immenhof (1974, FSK6, 1440x1080).mkv;09.01.2018;;1974;6;90;1080p;5591;"West-Deutschland";4,4;93;0;0;"Abenteuer Familie ";"";0;0;0;0
9641;"Frühling für Hitler";"The Producers";[HD 1900-1970];X:\1967\Frühling für Hitler (1967, FSK12, 1920x1040).mkv;01.10.2018;;1967;12;89;1080p;6696;"USA";7,7;45008;0;0;"Musik Komödie ";"";01;01;0;0
8569;"Frühling, Sommer, Herbst, Winter... und Frühling";"Spring, Summer, Fall, Winter... and Spring (Englischer Titel)";[HD Eastern+Western];X:\HD-Eastern-Classic(A-M)\Frühling, Sommer, Herbst, Winter... und Frühling (2003, FSK12, 640x352)  - CD1.avi;22.03.2018;;2003;12;49;SD;700;"Süd-Korea";8,1;68177;0;0;"Drama Liebe ";"";0;0;0;0
10397;"Frühstück bei Ihr";"White Palace (Englischer Titel)";[Gemischt-01+Anime];X:\1990\Frühstück bei Ihr (1990, FSK12, 1920x1040).mkv;04.01.2019;;1990;12;102;1080p;11571;"USA";6,5;6798;0;0;"Drama Liebe ";"";0;0;0;0
4954;"Frühstück bei Monsieur Henri";"";[HD 2015(A-Z)];X:\2015(A-F)\Frühstück bei Monsieur Henri (2015, FSK, 1920x800).mkv;05.12.2016;;2015;;99;1080p;3266;"Frankreich";6,7;913;0;0;"Komödie ";"";0;0;0;0
8749;"Frühstück bei Tiffany";"Breakfast at Tiffany's";[HD 1900-1970];X:\1961\Frühstück bei Tiffany (1961, FSK12, 1920x1080).mkv;26.04.2018;;1961;12;115;1080p;8140;"USA";7,7;141870;0;0;"Drama Komödie Liebe ";"";02;03;0;0
1691;"Frühstücksclub, Der";"The Breakfast Club";[HD 1980-1986];X:\1985\Frühstücksclub, Der (1985, FSK12, 1920x1040).mkv;05.08.2015;;1985;12;97;1080p;8939;"USA";7,9;306652;0;62;"Drama Komödie ";"";0;0;0;0
1517;"Fuchs und das Mädchen, Der";"";[HD 2007(A-Z)-2008(A-F)];X:\2007(A-F)\Fuchs und das Mädchen, Der (2007, FSKo.Al., 1920x816).mkv;13.07.2015;;2007;0;92;1080p;8693;"Frankreich";7,0;3417;0;0;"Abenteuer Drama Familie ";"";0;0;0;0
7945;"Fucking Berlin";"";[HD 2016(A-Z)];X:\2016(A-F)\Fucking Berlin (2016, FSK16, 1920x1040).mkv;07.01.2018;;2016;16;100;1080p;7526;"Deutschland";5,4;573;0;0;"Drama Liebe ";"";0;0;0;0
11362;"Full Alert";"";[HD Eastern+Western];X:\HD-Eastern-Modern(A-M)\Full Alert (1997, FSK16, 1920x1080).mkv;24.06.2019;;1997;16;99;1080p;8417;"Hong-Kong";6,8;876;0;0;"Action Drama ";"";0;0;0;0
1158;"Full Metal Jacket";"";[HD 1987-1991];X:\1987\Full Metal Jacket (1987, FSK16, 1920x1080).mkv;29.05.2015;;1987;16;116;1080p;9216;"England";8,3;584943;0;76;"Drama Krieg ";"";0;01;0;0
10024;"Full Speed";"";[HD 2016(A-Z)];X:\2016(A-F)\Full Speed (2016, FSK12, 1920x800).mkv;20.11.2018;;2016;12;87;1080p;3594;"Frankreich";5,7;1646;0;0;"Action Komödie ";"";0;0;0;0
8316;"Fullmetal Alchemist";"";[HD Eastern+Western];X:\HD-Eastern-Modern(A-M)\Fullmetal Alchemist (2017, FSK12, 1920x1080).mkv;21.02.2018;;2017;12;134;1080p;5171;"Japan";5,9;15833;0;48;"Action ";"";0;0;0;0
5599;"Fullmetal Alchemist - Der Film: Der Eroberer von Shamballa";"Fullmetal Alchemist the Movie: Conqueror of Shamballa (Englischer Titel)";[Gemischt-01+Anime];X:\HD-Anime\Fullmetal Alchemist - Der Film Der Eroberer von Shamballa (2005, FSK16, 1280x720).mkv;21.02.2017;;2005;16;218;720p;4454;"Japan";7,5;8011;0;0;"Action Drama Abenteuer Animation/Trick ";"";0;0;0;0
3087;"Fullmetal Alchemist: Brotherhood";"";[Gemischt-01+Anime];X:\HD-Anime-Serien\Fullmetal Alchemist Brotherhood\e01 Der Fullmetal Alchemist.mkv;24.01.2016;;2009;;24;720p;523;"Japan";9,0;80314;0;0;"Action Drama Sci-Fi Komödie Abenteuer Animation/Trick TV-Serie ";"";0;0;0;0
7978;"Fun Size - Süßes oder Saures";"";[HD 2012(A-M)];X:\2012(A-F)\Fun Size - Süßes oder Saures (2012, FSK6, 1920x816).mkv;09.01.2018;;2012;6;86;1080p;5990;"USA";5,4;12210;0;0;"Komödie Abenteuer ";"";0;0;0;0
12158;"Funken Gerechtigkeit, Ein";"Saint Judy (Englischer Titel)";[HD 2017(A-Z)-2018(A-F)];X:\2018(A-F)\Funken Gerechtigkeit, Ein (2018, FSK12, 1920x1040).mkv;30.12.2019;;2018;12;105;1080p;6809;"USA";5,8;548;60;51;"Drama Biographie ";"";0;0;0;0
6573;"Funny Bones - Tödliche Scherze";"Funny Bones";[HD 1992-1995];X:\1995\Funny Bones - Tödliche Scherze (1995, FSK12, 640x336).avi;12.07.2017;;1995;12;62;SD;694;"England";7,0;3156;0;0;"Drama Komödie ";"";0;0;0;0
5533;"Funny Farm";"";[HD 1987-1991];X:\1988\Funny Farm (1988, FSK6, 1920x1080).mkv;14.02.2017;;1988;6;101;1080p;8980;"USA";6,1;15749;65;0;"Drama Komödie ";"";0;0;0;0
3941;"Funny Games";"";[FSK18];X:\FSK18-1900-1999\Funny Games (1997, FSK18, 1920x1040).mkv;04.07.2016;;1997;18;108;1080p;7823;"Österreich";7,6;45449;0;0;"Thriller Horror Drama Krimi ";"";0;0;0;0
4193;"Funny Girl";"";[HD 1900-1970];X:\1968\Funny Girl (1968, FSK6, 1920x816).mkv;29.07.2016;;1968;6;155;1080p;11366;"USA";7,5;13465;93;0;"Biographie Komödie Drama Musical Liebe ";"";01;07;01;0
12172;"Furchtbar fröhliche Weihnachten";"A Merry Friggin' Christmas (Englischer Titel)";;X:\NEU\Furchtbar fröhliche Weihnachten (2014, FSK12, 1920x1040).mkv;30.12.2019;;2014;12;70;1080p;2529;"USA";5,1;5631;14;28;"Komödie Weihnachten ";"";0;0;0;0
8657;"Furchtlosen, Die";"The Proud Ones";[HD Eastern+Western];X:\HD-Western-1900-1959\Furchtlosen, Die (1956, FSK12, 1920x808).mkv;13.04.2018;;1956;12;94;1080p;8407;"USA";7,1;808;0;0;"Western ";"";0;0;0;0
2416;"Furious Road";"Enemy Empire (Originaltitel)";[FSK18];X:\FSK18-2013\Furious Road (2013, FSK18, 1920x800).mkv;06.11.2015;;2013;18;97;1080p;3584;"USA";3,1;120;0;0;"Sci-Fi Abenteuer Fantasy ";"";0;0;0;0
5887;"Fury: The Tales of Ronan Pierce";"";[FSK18];X:\FSK18-2014\Fury The Tales of Ronan Pierce (2014, FSK18, 1920x856).mkv;03.04.2017;04.04.2017;2014;18;91;1080p;5222;"USA";5,0;432;0;0;"Action Thriller Horror Abenteuer ";"";0;0;0;0
5237;"Furyo - Merry Christmas, Mr. Lawrence";"Merry Christmas Mr. Lawrence";[HD 1980-1986];X:\1983\Furyo - Merry Christmas, Mr. Lawrence (1983, FSK16, 1920x1080).mkv;03.01.2017;;1983;16;123;1080p;9123;"England";7,3;11140;0;0;"Drama Krieg Weihnachten ";"";0;0;0;02
1836;"Fussball - Grosses Spiel mit kleinen Helden";"Underdogs (Englischer Titel)";[Kinder-Filme+Trick];X:\Kinder Filme (A-F)\Fussball - Grosses Spiel mit kleinen Helden (2013, FSKo.Al., 1280x536).mkv;26.08.2015;;2013;0;106;720p;2877;"Spanien";6,6;8005;0;38;"Animation/Trick Abenteuer Familie Sport ";"";0;0;0;0
1805;"Fussball - Grosses Spiel mit kleinen Helden";"Underdogs (Englischer Titel)";[Kinder-Filme+Trick];X:\Kinder Filme (A-F)\Fussball - Grosses Spiel mit kleinen Helden (2013, FSKo.Al., 1920x800) 3D.mkv;25.08.2015;;2013;0;106;1080p;5007;"Spanien";6,6;8005;0;38;"Animation/Trick Abenteuer Familie Sport ";"";0;0;0;0
3094;"Futurama";"";;X:\SD-Trick-Collections\Futurama\S01\Futurama - S01E01 - Zeit und Raum 3000.avi;24.01.2016;;1999;12;21;SD;249;"USA";8,5;187347;0;0;"Sci-Fi Komödie Animation/Trick TV-Serie ";"";0;0;0;0
6419;"Futurama - Bender's Game";"";;X:\SD-Trick-Collections\Futurama\S05 - Filme\Futurama - Bender's Game (2008, FSK12, 1280x720).mkv;20.06.2017;;2008;12;87;720p;2764;"USA";7,3;17355;0;0;"Action Sci-Fi Komödie Abenteuer Fantasy Animation/Trick ";"";0;0;0;0
1338;"Futurama - Leela und die Enzyklopoden";"Futurama: Into the Wild Green Yonder";;X:\SD-Trick-Collections\Futurama\S05 - Filme\Futurama - Leela und die Enzyklopoden (2009, FSK12, 1280x720).mkv;23.06.2015;;2009;12;89;720p;128000;"USA";7,3;16168;0;0;"Animation/Trick Komödie Sci-Fi ";"";0;0;0;0
989;"Futureworld - Das Land von Übermorgen";"Futureworld";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(N-Z)\Westworld-Futureworld\Futureworld - Das Land von Übermorgen (1976, FSK12, 1920x1040).mkv;04.05.2015;06.05.2015;1976;12;108;1080p;8140;"USA";5,8;8417;0;0;"Sci-Fi Thriller ";"";0;0;0;0
5244;"Fuxia, die Minihexe";"";[Kinder-Filme+Trick];X:\Kinder Filme (A-F)\Fuxia, die Minihexe (2010, FSK6, 1920x816).mkv;04.01.2017;;2010;6;84;1080p;4577;"Niederlande";5,6;206;0;0;"Familie ";"";0;0;0;0
456;"Fälscher, Die";"Counterfeiters, The (Originaltitel)";[HD 2007(A-Z)-2008(A-F)];X:\2007(A-F)\Fälscher, Die (2007, FSK12, 1920x1040).mkv;25.02.2015;;2007;12;98;1080p;8130;"Österreich";7,6;40329;0;78;"Krimi Drama Krieg ";"";01;0;0;0
11044;"Föhnlage. Ein Alpenkrimi";"";;X:\NEU\Föhnlage. Ein Alpenkrimi (2011, FSK12, 1920x1080).mkv;24.04.2019;;2011;12;88;1080p;6717;"Deutschland";6,0;82;0;0;"Drama Komödie Krimi ";"";0;0;0;0
9618;"Fühlen Sie sich manchmal ausgebrannt und leer?";"";[HD 2017(A-Z)-2018(A-F)];X:\2017(A-F)\Fühlen Sie sich manchmal ausgebrannt und leer (2017, FSK12, 960x684).mkv;20.09.2018;;2017;12;90;720p;2877;"Deutschland";6,1;33;0;0;"Komödie ";"";0;0;0;0
3290;"Führerbunker, Der";"Der Bunker (Englischer Titel)";[HD 1980-1986];X:\1981\Führerbunker, Der (1981, FSK, 1232x720).mkv;03.03.2016;;1981;;151;720p;4648;"Frankreich";7,0;1550;0;0;"Drama Krieg Geschichte ";"";0;0;0;0
