Nr;Titel;Original Titel;Platte;Pfad;Hinzugefügt;Gesehen;Jahr;FSK;Dauer;Auflösung;Größe in MB;Land;IMDB Wertung;IMDB Anzahl;Tomatometer;Metascore;Genres;Kommentar;Oscar gewonnen;Oscar nominiert;GoldenGlobe;BAFTA
3936;"Fünf Freunde";"";[Kinder-Filme+Trick];X:\Kinder Collections\Fünf Freunde\Fünf Freunde (2012, FSK0, 1920x1040).mkv;02.07.2016;04.07.2016;2012;0;92;1080p;5877;"Deutschland";5,5;250;0;0;"Familie ";"";0;0;0;0
3830;"Fünf Freunde 2";"";[Kinder-Filme+Trick];X:\Kinder Collections\Fünf Freunde\Fünf Freunde 2 (2013, FSK, 1920x1040).mkv;17.06.2016;;2013;;91;1080p;6410;"Deutschland";5,5;157;0;0;"Familie ";"";0;0;0;0
5229;"Fünf Freunde 3";"";[Kinder-Filme+Trick];X:\Kinder Collections\Fünf Freunde\Fünf Freunde 3 (2014, FSK0, 1920x1040).mkv;03.01.2017;;2014;0;95;1080p;7239;"Deutschland";5,3;115;0;0;"Abenteuer Familie ";"";0;0;0;0
3831;"Fünf Freunde 4";"";[Kinder-Filme+Trick];X:\Kinder Collections\Fünf Freunde\Fünf Freunde 4 (2015, FSK0, 1920x800).mkv;17.06.2016;;2015;0;97;1080p;5027;"Deutschland";5,4;88;0;0;"Thriller Abenteuer Krimi Familie ";"";0;0;0;0
9700;"Fünf Freunde 5 und das Tal der Dinosaurier";"";[Kinder-Filme+Trick];X:\Kinder Collections\Fünf Freunde\Fünf Freunde 5 und das Tal der Dinosaurier (2018, FSK0, 1920x800).mkv;05.10.2018;29.10.2018;2018;0;101;1080p;5724;"Deutschland";5,0;42;0;0;"Abenteuer Familie ";"";0;0;0;0
3589;"Fünf Geächteten, Die";"Hour of the Gun";[HD Eastern+Western];X:\HD-Western-1960-1979\Fünf Geächteten, Die (1967, FSK12, 1920x824).mkv;07.05.2016;;1967;12;97;1080p;5591;"USA";6,7;2492;0;0;"Western ";"";0;0;0;0
9599;"Fünf Kampfmaschinen der Shaolin, Die";"The Kid with the Golden Arm (Englischer Titel)";[HD Eastern+Western];X:\HD-Eastern-Classic(A-M)\Fünf Kampfmaschinen der Shaolin, Die (1979, FSK16, 1920x816).mkv;18.09.2018;;1979;16;85;1080p;5580;"Hong-Kong";7,3;1043;0;0;"Action Drama ";"";0;0;0;0
150;"Fünf Minarette in New York";"";[HD 2009(G-Z)-2010(A-F)];X:\2010(A-F)\Fünf Minarette in New York (2010, FSK, 1920x816).mkv;13.02.2015;;2010;16;119;1080p;9707;"Türkei";5,9;13335;0;0;"Drama ";"";0;0;0;0
7903;"Fünf Perlen";"O. Henry's Full House";[HD 1900-1970];X:\1950-1959\Fünf Perlen (1952, FSK12, 1440x1080).mkv;06.01.2018;;1952;12;117;1080p;13721;"USA";7,3;1665;0;0;"Drama ";"";0;0;0;0
3657;"Fünfte Element, Das";"The Fifth Element";[HD 1996-2002];X:\1997\Fünfte Element, Das (1997, FSK12, 1920x802).mkv;14.05.2016;;1997;12;125;1080p;18739;"Frankreich";7,7;350609;0;0;"Action Sci-Fi Abenteuer ";"";0;01;0;01
6595;"Fünfte Element, Das OPEN MATTE";"The Fifth Element (Englischer Titel)";[HD 1996-2002];X:\1997\Fünfte Element, Das OPEN MATTE (1997, FSK12, 1920x1080).mkv;18.07.2017;;1997;12;126;1080p;13004;"Frankreich";7,7;365974;0;0;"Action Sci-Fi Abenteuer ";"";0;01;0;01
9774;"Für 4 - Unterwegs in Sachen Liebe, Eine";"The Sisterhood of the Traveling Pants 2";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(A-F)\Für 4\Für 4 - Unterwegs in Sachen Liebe, Eine (2008, FSK0, 1920x1080).mkv;28.10.2018;;2008;0;107;1080p;4638;"USA";6,2;24719;0;0;"Drama Komödie Liebe ";"";0;0;0;0
6344;"Für die zweite Liebe ist es nie zu spät";"I'll See You in My Dreams";[HD 2015(A-Z)];X:\2015(A-F)\Für die zweite Liebe ist es nie zu spät (2015, FSK6, 1920x1040).mkv;09.06.2017;;2015;6;96;1080p;7403;"USA";6,7;4983;0;0;"Drama Komödie Liebe ";"";0;0;0;0
2558;"Für ein paar Dollar mehr";"For a Few Dollars More (Englischer Titel)";[HD Eastern+Western];X:\HD-Western-Collections\Dollar-Trilogie\Für ein paar Dollar mehr (1965, FSK16, 1920x816).mkv;23.11.2015;;1965;16;132;1080p;11161;"Italien";8,3;195766;0;74;"Western ";"";0;0;0;0
2768;"Für eine Handvoll Dollar";"A Fistful of Dollars (Englischer Titel)";[HD Eastern+Western];X:\HD-Western-Collections\Dollar-Trilogie\Für eine Handvoll Dollar (1964, FSK16, 1920x816).mkv;14.12.2015;;1964;16;100;1080p;8949;"Italien";8,0;171814;0;65;"Action Drama Western ";"";0;0;0;0
11429;"Für Hund und Katz ist auch noch Platz";"Room on the Broom (Englischer Titel)";[Kinder-Filme+Trick];X:\Kinder Filme (A-F)\Für Hund und Katz ist auch noch Platz (2012, FSK0, 1920x1080).mkv;03.07.2019;;2012;0;26;1080p;1392;"England";7,5;2938;0;0;"Komödie Fantasy Animation/Trick Familie ";"";0;01;0;0
2499;"Für immer Adaline";"The Age of Adaline";[HD 2015(A-Z)];X:\2015(A-F)\Für immer Adaline (2015, FSK6, 1920x808).mkv;13.11.2015;;2015;6;112;1080p;7086;"USA";7,2;131833;0;51;"Drama Fantasy Liebe ";"";0;0;0;0
2673;"Für immer dein";"";[HD 2012(A-M)];X:\2012(A-F)\Für immer dein (2012, FSK0, 1920x1040).mkv;01.12.2015;;2012;0;102;1080p;4894;"Kanada";7,4;3561;0;72;"Drama ";"";0;0;0;0
771;"Für immer Liebe";"The Vow";[HD 2012(A-M)];X:\2012(A-F)\Für immer Liebe (2012, FSKo.Al., 1920x800).mkv;23.03.2015;;2012;0;104;1080p;11161;"USA";6,8;168543;0;43;"Drama Liebe ";"";0;0;0;0
9105;"Für immer Single?";"That Awkward Moment";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\Für immer Single (2014, FSK12, 1920x800).mkv;19.07.2018;;2014;12;94;1080p;3624;"USA";6,2;88259;0;0;"Komödie Liebe ";"";0;0;0;0
127;"Für immer vielleicht";"Love, Rosie - Für immer vielleicht (Englischer Titel)";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\Für immer vielleicht (2014, FSK6, 1280x544).mkv;06.02.2015;;2014;6;102;720p;2119;"Deutschland";7,2;97297;0;44;"Komödie Liebe ";"";0;0;0;0
11001;"Fürchten und Lieben";"";[Gemischt-01+Anime];X:\1988\Fürchten und Lieben (1988, FSK12, 1920x1080).mkv;16.04.2019;;1988;12;107;1080p;9216;"Frankreich";7,0;239;0;0;"Drama Liebe ";"";0;0;0;0
3704;"Fürchterliche Furcht vor dem Fürchterlichen, Die";"A Fantastic Fear of Everything";[HD 2012(A-M)];X:\2012(A-F)\Fürchterliche Furcht vor dem Fürchterlichen, Die (2012, FSK, 1920x1040).mkv;23.05.2016;;2012;;100;1080p;7987;"England";5,9;11556;0;0;"Komödie ";"";0;0;0;0
5329;"Fürsorglicher Sohn, Ein";"My Son, My Son, What Have Ye Done";[HD 2008(G-Z)-2009(A-F)];X:\2009(A-F)\Fürsorglicher Sohn, Ein (2009, FSK16, 1920x1040).mkv;13.01.2017;;2009;16;91;1080p;4812;"USA";6,3;7857;0;0;"Thriller Drama ";"";0;0;0;0
1422;"Fürst der Dämonen";"Viy";[HD 2013(I-Z)-2014(A-Z)];X:\2014(A-F)\Fürst der Dämonen (2014, FSK12, 1904x1080) 3D.mkv;02.07.2015;;2014;12;127;1080p;6901;"Russland";5,3;4155;0;0;"Abenteuer Fantasy Mystery Thriller ";"";0;0;0;0
8741;"Fürsten der Dunkelheit, Die";"Prince of Darkness";[HD 1987-1991];X:\1987\Fürsten der Dunkelheit, Die (1987, FSK16, 1920x816).mkv;26.04.2018;;1987;16;102;1080p;5898;"USA";6,7;29318;0;0;"Horror ";"";0;0;0;0
1345;"G-Force - Agenten mit Biss";"G-Force";[Kinder-Filme+Trick];X:\Kinder Disney HD\2000-2018\G-Force - Agenten mit Biss (2009, FSK6, 1280x528).mkv;24.06.2015;29.06.2015;2009;6;88;720p;4474;"USA";5,1;37786;0;41;"Animation/Trick Action Abenteuer Komödie Familie Fantasy Sci-Fi ";"";0;0;0;0
211;"G.I. Joe - Die Abrechnung";"G.I. Joe: Retaliation";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(G-M)\G.I. Joe\G.I. Joe - Die Abrechnung (2013, FSK16, 1280x536) 3D.mkv;14.02.2015;;2013;16;110;720p;3399;"USA";5,8;162474;0;41;"Action Abenteuer Sci-Fi Thriller ";"";0;0;0;0
6145;"G.I. Joe - Die Abrechnung";"G.I. Joe: Retaliation";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(G-M)\G.I. Joe\G.I. Joe - Die Abrechnung (2013, FSK16, 1920x800).mkv;09.05.2017;;2013;16;123;1080p;12390;"USA";5,8;151850;0;0;"Action Thriller Sci-Fi Abenteuer ";"";0;0;0;0
212;"G.I. Joe - Geheimakte Cobra";"G.I. Joe: The Rise of Cobra";[HD Collection-2(A-Z)-3(A-M)];X:\2-Dilogie(G-M)\G.I. Joe\G.I. Joe - Geheimakte Cobra (2009, FSK16, 1920x800).mkv;14.02.2015;;2009;16;118;1080p;10342;"USA";5,8;188445;0;32;"Action Abenteuer Sci-Fi Thriller ";"";0;0;0;0
11290;"Gabriel - Die Rache ist mein";"";[HD 2007(A-Z)-2008(A-F)];X:\2007(G-M)\Gabriel - Die Rache ist mein (2007, FSK16, 1920x1080).mkv;17.06.2019;;2007;16;114;1080p;6635;"Australien";5,6;13288;0;0;"Action Thriller Horror Fantasy ";"";0;0;0;0
8021;"Gabrielle - (K)eine ganz normale Liebe";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(G-H)\Gabrielle - (K)eine ganz normale Liebe (2013, FSK12, 1920x1040).mkv;16.01.2018;;2013;12;103;1080p;7045;"USA";4,0;32;0;0;"Thriller Drama ";"";0;0;0;0
5303;"Gagarin - Wettlauf ins Weltall";"Gagarin. Pervyy v kosmose";[HD 2012(N-Z)-2013(A-H)];X:\2013(G-H)\Gagarin - Wettlauf ins Weltall (2013, FSK12, 1920x816).mkv;11.01.2017;;2013;12;108;1080p;6717;"Russland";6,6;1543;0;0;"Drama Biographie ";"";0;0;0;0
5888;"Gainsbourg - Der Mann, der die Frauen liebte";"Gainsbourg: A Heroic Life (Englischer Titel)";[HD 2010(G-Z)-2011(A-F)];X:\2010(G-M)\Gainsbourg - Der Mann, der die Frauen liebte (2010, FSK, 1920x816).mkv;03.04.2017;;2010;;120;1080p;7045;"Frankreich";6,9;8320;0;0;"Drama Musik Biographie ";"";0;0;0;0
2644;"Galaxy Quest - Planlos durchs Weltall";"Galaxy Quest";[HD 1996-2002];X:\1999\Galaxy Quest - Planlos durchs Weltall (1999, FSK12, 1920x816).mkv;30.11.2015;;1999;12;102;1080p;7598;"USA";7,3;135172;0;70;"Sci-Fi Komödie Abenteuer ";"";0;0;0;0
3382;"Galgenstrick, Der";"Goin' South";[HD Eastern+Western];X:\HD-Western-1960-1979\Galgenstrick, Der (1978, FSK12, 1280x720).mkv;30.03.2016;;1978;12;104;720p;3543;"USA";6,3;5406;0;52;"Komödie Western ";"";0;0;0;0
10330;"Galoschen des Glücks, Die";"";[Kinder-Filme+Trick];X:\Märchen\Galoschen des Glücks, Die (2018, FSK0, 1280x720).mkv;29.12.2018;;2018;0;58;720p;1443;"Deutschland";5,3;10;0;0;"Drama Fantasy Familie ";"";0;0;0;0
10847;"Galveston - Die Hölle ist ein Paradies";"Galveston (Englischer Titel)";[HD 2018(G-Z)-2019(A-Z)];X:\2018(G-M)\Galveston - Die Hölle ist ein Paradies (2018, FSK16, 1920x808).mkv;10.03.2019;;2018;16;93;1080p;4106;"USA";6,2;6169;0;57;"Action Thriller Drama Krimi ";"";0;0;0;0
2487;"Gambit - Der Masterplan";"Gambit";[HD 2012(A-M)];X:\2012(G-M)\Gambit - Der Masterplan (2012, FSK6, 1920x816).mkv;13.11.2015;;2012;6;100;1080p;7761;"USA";5,7;21567;0;0;"Komödie Krimi ";"";0;0;0;0
1120;"Gambler, The";"";[HD 2013(I-Z)-2014(A-Z)];X:\2014(G-M)\Gambler, The (2014, FSK12, 1920x800).mkv;21.05.2015;;2014;12;111;1080p;12083;"USA";6,0;57871;0;55;"Krimi Drama Thriller ";"";0;0;0;0
1201;"Game - Das Geschenk seines Lebens, The";"The Game";[HD 1996-2002];X:\1997\Game - Das Geschenk seines Lebens, The (1997, FSK12, 1920x816).mkv;02.06.2015;;1997;12;129;1080p;11776;"USA";7,8;304379;0;61;"Drama Mystery Thriller ";"";0;0;0;0
2662;"Game Change - Der Sarah-Palin-Effekt";"Game Change";[HD 2012(A-M)];X:\2012(G-M)\Game Change - Der Sarah-Palin-Effekt (2012, FSK, 1920x1080).mkv;30.11.2015;;2012;;113;1080p;7536;"USA";7,4;19409;0;0;"Drama Geschichte Biographie ";"";0;0;03;0
9250;"Game Night";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(G-M)\Game Night (2018, FSK12, 1920x800).mkv;20.07.2018;20.07.2018;2018;12;100;1080p;5519;"USA";7,0;124581;84;66;"Action Thriller Komödie Krimi Mystery ";"";0;0;0;0
11540;"Game of Drones - Die Multicopter Revolution";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Dokumentationen\Internet+Science\Game of Drones - Die Multicopter Revolution (2019, FSK, 1280x720).mkv;22.07.2019;;2019;;43;720p;943;"";0,0;0;0;0;"Dokumentation ";"";0;0;0;0
2542;"Game of Thrones - Das Lied von Eis und Feuer";"Game of Thrones";[HD Serien(A-H)];X:\HD-Serien\Game of Thrones\Game of Thrones S01\s01e01 Der Winter naht.mkv;19.11.2015;;2011;16;56;1080p;4864;"USA";9,5;1369878;0;0;"Drama Abenteuer Fantasy TV-Serie ";"";0;0;0;0
10726;"Game over";"Storm (Englischer Titel)";[HD 2005(G-Z)-2006(A-Z)];X:\2005(G-M)\Game over (2005, FSK16, 1920x816).mkv;22.02.2019;;2005;16;115;1080p;3604;"Schweden";5,8;2508;20;0;"Thriller Drama Fantasy Mystery ";"";0;0;0;0
8617;"Game Over, Man!";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(G-M)\Game Over, Man! (2018, FSK, 1920x1080).mkv;25.03.2018;;2018;;101;1080p;2836;"USA";5,4;18732;20;32;"Action Komödie ";"";0;0;0;0
1070;"Gamer";"";[FSK18];X:\FSK18-2000-2009\Gamer (2009, FSK18, 1872x1080) 3D.mkv;15.05.2015;;2009;18;95;1080p;7239;"USA";5,8;122694;0;27;"Action Sci-Fi Thriller ";"";0;0;0;0
830;"Gamer";"";[FSK18];X:\FSK18-2000-2009\Gamer (2009, FSK18, 1920x1032).mkv;30.03.2015;;2009;18;95;1080p;7311;"USA";5,8;122694;0;27;"Action Sci-Fi Thriller ";"";0;0;0;0
108;"Gandhi";"";[HD 1980-1986];X:\1982\Gandhi (1982, FSK12, 1920x816).mkv;03.02.2015;;1982;12;191;1080p;15872;"England";8,1;201844;0;79;"Biographie Drama Geschichte ";"";08;03;05;05
7716;"Gang Story - Eine Frage der Ehre, A";"";[HD 2011(G-Z)];X:\2011(G-M)\Gang Story - Eine Frage der Ehre, A (2011, FSK16, 1920x816).mkv;15.12.2017;;2011;16;102;1080p;7936;"Frankreich";7,0;6556;0;0;"Thriller Drama ";"";0;0;0;0
8056;"Gangland - Cops unter Beschuß";"Gang Related";[HD 1996-2002];X:\1997\Gangland - Cops unter Beschuß (1997, FSK16, 1920x816).mkv;19.01.2018;;1997;16;111;1080p;10229;"USA";6,5;6678;0;0;"Action Thriller Drama Krimi Liebe ";"";0;0;0;0
8057;"Gangs of Glasgow";"Neds";[HD 2010(G-Z)-2011(A-F)];X:\2010(G-M)\Gangs of Glasgow (2010, FSK16, 1920x816).mkv;19.01.2018;;2010;16;123;1080p;12185;"England";7,0;7322;0;0;"Drama ";"";0;0;0;02
1806;"Gangs of New York";"";[HD 1996-2002];X:\2002\Gangs of New York (2002, FSK16, 1920x816).mkv;25.08.2015;;2002;16;167;1080p;12185;"USA";7,5;360681;0;72;"Krimi Drama Geschichte ";"";0;10;02;01
8060;"Gangs of Wasseypur - Teil 1";"";[HD 2012(A-M)];X:\2012(G-M)\Gangs of Wasseypur - Teil 1 (2012, FSK16, 1920x824).mkv;19.01.2018;;2012;16;160;1080p;12185;"Indien";8,3;57600;0;0;"Action Thriller Drama Krimi ";"";0;0;0;0
8061;"Gangs of Wasseypur - Teil 2";"";[HD 2012(A-M)];X:\2012(G-M)\Gangs of Wasseypur - Teil 2 (2012, FSK16, 1920x872).mkv;20.01.2018;;2012;16;159;1080p;16588;"Indien";8,3;57600;0;0;"Action Thriller Drama Krimi ";"";0;0;0;0
9738;"Gangstas 4 Life";"";[HD 2018(G-Z)-2019(A-Z)];X:\2018(G-M)\Gangstas 4 Life (2018, FSK16, 1920x808).mkv;26.10.2018;;2018;16;124;1080p;5427;"Belgien";6,8;1517;0;0;"Krimi ";"";0;0;0;0
8070;"Gangster in Key Largo";"Key Largo";[HD 1900-1970];X:\1900-1949\Gangster in Key Largo (1948, FSK16, 1488x1080).mkv;21.01.2018;;1948;16;100;1080p;7833;"USA";7,9;31472;0;0;"Action Thriller Drama Krimi  ";"";01;0;0;0
2317;"Gangster Squad";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(G-H)\Gangster Squad (2013, FSK16, 1920x800).mkv;29.10.2015;;2013;16;113;1080p;8089;"USA";6,7;191641;0;40;"Action Krimi Drama Thriller ";"";0;0;0;0
4715;"Gangster's Paradise - Jerusalema";"Gangster's Paradise: Jerusalema (Englischer Titel)";[HD 2008(G-Z)-2009(A-F)];X:\2008(G-M)\Gangster's Paradise - Jerusalema (2008, FSK, 1920x816).mkv;08.11.2016;;2008;;118;1080p;10240;"Süd-Afrika";7,7;9737;0;0;"Action Krimi Drama ";"";0;0;0;0
12085;"Gangster, the Cop, the Devil, The";"";;X:\NEU\Gangster, the Cop, the Devil, The (2019, FSK16, 1920x800).mkv;01.12.2019;01.12.2019;2019;16;110;1080p;10342;"Süd-Korea";6,9;2821;96;65;"Action Drama Krimi ";"";0;0;0;0
8058;"Gangsterland";"Sortie 67";[HD 2010(G-Z)-2011(A-F)];X:\2010(G-M)\Gangsterland (2010, FSK, 1920x1080).mkv;19.01.2018;;2010;;109;1080p;5478;"Kanada";5,4;71;0;0;"Action Drama Krimi ";"";0;0;0;0
10203;"Gans im Glück";"Duck Duck Goose (Englischer Titel)";[Kinder-Filme+Trick];X:\Kinder Filme (G-M)\Gans im Glück (2018, FSK0, 1920x808) 3D.mkv;18.12.2018;;2018;0;82;1080p;4679;"China";5,6;1839;0;0;"Komödie Abenteuer Animation/Trick Familie ";"";0;0;0;0
10814;"Gans im Glück";"Duck Duck Goose (Englischer Titel)";[Kinder-Filme+Trick];X:\Kinder Filme (G-M)\Gans im Glück (2018, FSK0, 1920x800).mkv;09.03.2019;09.03.2019;2018;0;82;1080p;5201;"China";5,7;2136;0;0;"Komödie Abenteuer Animation/Trick Familie ";"";0;0;0;0
4716;"Gantz - Die ultimative Antwort";"";[HD Eastern+Western];X:\HD-Eastern-Collections\Gantz\Gantz - Die ultimative Antwort (2011, FSK16, 1280x688).mkv;08.11.2016;;2011;16;141;720p;3102;"Japan";6,3;2642;0;0;"Action Horror Sci-Fi Mystery ";"";0;0;0;0
1590;"Gantz - Spiel um dein Leben";"Gantz";[HD Eastern+Western];X:\HD-Eastern-Collections\Gantz\Gantz - Spiel um dein Leben (2010, FSK16, 1280x688).mkv;23.07.2015;;2010;16;130;720p;3010;"Japan";6,5;6314;0;0;"Action Horror Sci-Fi ";"";0;0;0;0
7877;"Gantz:O";"";[Gemischt-01+Anime];X:\HD-Anime\GantzO (2016, FSK, 1920x1040).mkv;02.01.2018;;2016;;95;1080p;8140;"Japan";7,2;5683;0;0;"Thriller Horror Drama Sci-Fi Fantasy Animation/Trick ";"";0;0;0;0
11833;"Ganz grosse Fang, Der";"Here's the Deal (Englischer Titel)";;X:\NEU\Ganz grosse Fang, Der (2013, FSK, 1920x800).mkv;01.10.2019;;2013;;88;1080p;2826;"Spanien";5,5;338;;0;"Komödie ";"";0;0;0;0
6880;"Ganz große Traum, Der";"";[HD 2011(G-Z)];X:\2011(G-M)\Ganz große Traum, Der (2011, FSK0, 1920x816).mkv;06.09.2017;;2011;0;113;1080p;8448;"Deutschland";6,8;1618;0;0;"Drama Sport ";"";0;0;0;0
4000;"Ganz heiße Nummer, Eine";"";[HD 2011(G-Z)];X:\2011(G-M)\Ganz heiße Nummer, Eine (2011, FSK12, 1920x816).mkv;11.07.2016;;2011;12;94;1080p;5969;"Deutschland";6,1;652;0;0;"Komödie ";"";0;0;0;0
3235;"Ganz oder gar nicht";"The Full Monty";[HD 1996-2002];X:\1997\Ganz oder gar nicht (1997, FSK12, 1920x1040).mkv;20.02.2016;;1997;12;91;1080p;5335;"England";7,2;90606;0;75;"Drama Musik Komödie ";"";01;03;0;01
8224;"Ganz ruhige Kugel, Eine";"";[HD 2012(N-Z)-2013(A-H)];X:\2013(G-H)\Ganz ruhige Kugel, Eine (2013, FSK6, 1920x808).mkv;11.02.2018;;2013;6;99;1080p;4874;"Frankreich";5,2;382;0;0;"Komödie ";"";0;0;0;0
1317;"Ganz weit hinten";"The Way Way Back";[HD 2012(N-Z)-2013(A-H)];X:\2013(G-H)\Ganz weit hinten (2013, FSKo.Al., 1920x1040).mkv;19.06.2015;;2013;0;103;1080p;10854;"USA";7,4;130001;0;68;"Komödie Drama ";"";0;0;0;0
4510;"Ganzes halbes Jahr, Ein";"Me Before You";[HD 2016(A-Z)];X:\2016(G-M)\Ganzes halbes Jahr, Ein (2016, FSK12, 1920x808).mkv;29.09.2016;04.10.2016;2016;12;110;1080p;8284;"England";7,5;87905;0;0;"Drama Liebe ";"";0;0;0;0
3416;"Garde der Löwen, Die";"The Lion Guard";[Kinder-Filme+Trick];X:\Kinder Disney HD\König der Löwen\Garde der Löwen, Die (2016, FSK, 1280x720).mkv;03.04.2016;;2016;;42;720p;729;"USA";6,7;1009;0;0;"Musik Animation/Trick Familie ";"";0;0;0;0
5862;"Garden of Sinners 1 - Thanatos";"Kara no Kyoukai: The Garden of Sinners - Overlooking View (Englischer Titel)";[Gemischt-01+Anime];X:\HD-Anime-Collections\Garden of Sinners - Kara No Kyoukai\Garden of Sinners 1 - Thanatos (2007, FSK16, 1920x1080).mkv;30.03.2017;;2007;16;59;1080p;1269;"Japan";7,2;1172;0;0;"Action Horror Fantasy Krimi Animation/Trick Mystery ";"";0;0;0;0
5863;"Garden of Sinners 2 - Mordverdacht Teil 1";"Kara no Kyoukai: The Garden of Sinners, A Study in Murder: Part 1 (Englischer Titel)";[Gemischt-01+Anime];X:\HD-Anime-Collections\Garden of Sinners - Kara No Kyoukai\Garden of Sinners 2 - Mordverdacht Teil 1 (2007, FSK16, 1920x1080).mkv;30.03.2017;;2007;16;45;1080p;1105;"Japan";7,3;832;0;0;"Action Horror Drama Krimi Animation/Trick Mystery ";"";0;0;0;0
5864;"Garden of Sinners 3 - Verbliebener Sinn für Schmerz";"Kara no Kyoukai: The Garden of Sinners - Remaining Sense of Pain (Englischer Titel)";[Gemischt-01+Anime];X:\HD-Anime-Collections\Garden of Sinners - Kara No Kyoukai\Garden of Sinners 3 - Verbliebener Sinn für Schmerz (2008, FSK16, 1920x1080).mkv;30.03.2017;;2008;16;57;1080p;1607;"Japan";7,5;769;0;0;"Action Thriller Horror Krimi Animation/Trick Mystery ";"";0;0;0;0
5865;"Garden of Sinners 4 - Der leere Tempel";"";[Gemischt-01+Anime];X:\HD-Anime-Collections\Garden of Sinners - Kara No Kyoukai\Garden of Sinners 4 - Der leere Tempel (2008, FSK16, 1920x1080).mkv;30.03.2017;;2008;16;50;1080p;1064;"Japan";7,3;702;0;0;"Action Horror Fantasy Krimi Animation/Trick Mystery ";"";0;0;0;0
5866;"Garden of Sinners 5 - Paradoxe Helix";"";[Gemischt-01+Anime];X:\HD-Anime-Collections\Garden of Sinners - Kara No Kyoukai\Garden of Sinners 5 - Paradoxe Helix (2008, FSK16, 1920x1080).mkv;30.03.2017;;2008;16;113;1080p;5468;"Japan";8,1;824;0;0;"Action Thriller Horror Krimi Animation/Trick Mystery ";"";0;0;0;0
5867;"Garden of Sinners 6 - Verlorene Erinnerung";"";[Gemischt-01+Anime];X:\HD-Anime-Collections\Garden of Sinners - Kara No Kyoukai\Garden of Sinners 6 - Verlorene Erinnerung (2008, FSK16, 1920x1080).mkv;30.03.2017;;2008;16;58;1080p;1566;"Japan";7,0;615;0;0;"Action Thriller Horror Drama Animation/Trick Mystery ";"";0;0;0;0
5868;"Garden of Sinners 7 - Mordverdacht Teil 2";"";[Gemischt-01+Anime];X:\HD-Anime-Collections\Garden of Sinners - Kara No Kyoukai\Garden of Sinners 7 - Mordverdacht Teil 2 (2009, FSK16, 1920x1080).mkv;30.03.2017;;2009;16;119;1080p;6277;"Japan";7,7;654;0;0;"Action Horror Drama Krimi Animation/Trick Mystery ";"";0;0;0;0
3148;"Garden of Words, The";"";[Kinder-Filme+Trick];X:\Kinder Anime\Div Anime\Garden of Words, The (2013, FSK0, 1920x1080).mkv;03.02.2016;;2013;0;46;1080p;4485;"Japan";7,6;22526;0;0;"Drama Animation/Trick Liebe ";"";0;0;0;0
1849;"Garden State";"";[HD 2003-2004-2005(A-F)];X:\2004(G-M)\Garden State (2004, FSK12, 1920x816).mkv;27.08.2015;;2004;12;102;1080p;6492;"USA";7,5;199156;0;67;"Komödie Drama Liebe ";"";0;0;0;0
858;"Garfield";"Garfield";[Kinder-Filme+Trick];X:\Kinder Collections\Garfield\Garfield (2004, FSKo.Al., 1920x1040).mkv;08.04.2015;;2004;0;80;1080p;4812;"USA";5,0;69504;0;27;"Animation/Trick Komödie Familie Fantasy ";"";0;0;0;0
859;"Garfield - Tierische Helden";"";[Kinder-Filme+Trick];X:\Kinder Collections\Garfield\Garfield - Tierische Helden (2009, FSK, 1920x1040).mkv;08.04.2015;;2009;;73;1080p;2816;"Süd-Korea";4,3;639;0;0;"Animation/Trick Action Komödie Familie Sci-Fi ";"";0;0;0;0
8054;"Garp und wie er die Welt sah";"The World According to Garp";[HD 1980-1986];X:\1982\Garp und wie er die Welt sah (1982, FSK16, 1920x1080).mkv;19.01.2018;;1982;16;130;1080p;13516;"USA";7,2;22203;0;0;"Drama Komödie ";"";0;02;0;0
7316;"Garten des Bösen, Der";"Garden of Evil";[HD Eastern+Western];X:\HD-Western-1900-1959\Garten des Bösen, Der (1954, FSK12, 1280x504).mkv;16.10.2017;;1954;12;100;720p;3348;"USA";6,8;2134;0;0;"Action Drama Abenteuer Western Liebe ";"";0;0;0;0
6984;"Gary Moore - Blues for Jimi";"";[HD Serien(SU-Z)+Dokus+Musik];X:\Musik\Gary Moore - Blues for Jimi (2007, FSK0, 1280x720).mkv;15.09.2017;;2007;0;74;720p;3348;"";0,0;0;0;0;"Musik ";"";0;0;0;0
10599;"Gaston - Katastrophen am laufenden Band";"";[Comicverfilmungen+MusikCD];X:\Comic-Filme\Gaston - Katastrophen am laufenden Band (2018, FSK6, 1920x1040).mkv;29.01.2019;29.01.2019;2018;6;82;1080p;4628;"Frankreich";4,2;420;0;0;"Komödie ";"";0;0;0;0
